drugbank_id	entrez_gene_id	category	actions	
Anisotropine Methylbromide	CHRM1	target	antagonist	
Nortriptyline	CHRM1	target	antagonist	
Amoxapine	CHRM1	target	antagonist	
Atropine	CHRM1	target	antagonist	
Nicardipine	CHRM1	target	antagonist	
Pirenzepine	CHRM1	target	antagonist	
Paroxetine	CHRM1	target	antagonist	
Homatropine Methylbromide	CHRM1	target	antagonist	
Scopolamine	CHRM1	target	antagonist	
Benzquinamide	CHRM1	target	antagonist	
Clidinium	CHRM1	target	antagonist	
Propiomazine	CHRM1	target	antagonist	
Propantheline	CHRM1	target	antagonist	
Cryptenamine	CHRM1	target	antagonist	
Dicyclomine	CHRM1	target	antagonist	
Minaprine	CHRM1	target	agonist	
Tropicamide	CHRM1	target	antagonist	
Biperiden	CHRM1	target	antagonist	
Brompheniramine	CHRM1	target	antagonist	
Flupentixol	CHRM1	target	antagonist	
Cocaine	CHRM1	target	antagonist	
Maprotiline	CHRM1	target	antagonist	
Methantheline	CHRM1	target	antagonist	
Cycrimine	CHRM1	target	antagonist	
Cyclopentolate	CHRM1	target	antagonist	
Glycopyrronium	CHRM1	target	antagonist	
Tolterodine	CHRM1	target	antagonist	
Oxybutynin	CHRM1	target	antagonist	
Promethazine	CHRM1	target	antagonist	
Pilocarpine	CHRM1	target	agonist	
Doxepin	CHRM1	target	antagonist	
Flavoxate	CHRM1	target	antagonist	
Desipramine	CHRM1	target	antagonist	
Escitalopram	CHRM1	target	antagonist	
Quetiapine	CHRM1	target	antagonist	
Diphenidol	CHRM1	target	antagonist	
Metoclopramide	CHRM1	target	agonist	
Aripiprazole	CHRM1	target	antagonist	
Chlorprothixene	CHRM1	target	antagonist	
Methotrimeprazine	CHRM1	target	antagonist	
Tiotropium	CHRM1	target	antagonist	
Solifenacin	CHRM1	target	antagonist	
Molindone	CHRM1	target	other/unknown	
Arecoline	CHRM1	target		
Mepenzolate	CHRM1	target	antagonist	
NGX267	CHRM1	target		
ALKS 27	CHRM1	target		
ACP-104	CHRM1	target		
Fesoterodine	CHRM1	target	antagonist	
Aclidinium	CHRM1	target	antagonist	
Umeclidinium	CHRM1	target	antagonist	
Cevimeline	FMO1	enzyme	substrate	
Cimetidine	FMO1	enzyme	substrate	
Voriconazole	FMO1	enzyme	substrate	
Tamoxifen	FMO1	enzyme	substrate	
Lorcaserin	FMO1	enzyme	substrate	
Vandetanib	FMO1	enzyme	substrate	
Lorazepam	TSPO	target	other	
Temazepam	TSPO	target	other	
Eszopiclone	TSPO	target	agonist	
Clorazepate	TSPO	target	agonist	
Diazepam	TSPO	target	potentiator	
Triazolam	TSPO	target	other	
Zaleplon	TSPO	target	other	
Clonazepam	TSPO	target	other/unknown	
Chlormezanone	TSPO	target	agonist	
Zopiclone	TSPO	target	agonist	
Flunitrazepam	TSPO	target	agonist	
Ketazolam	TSPO	target	agonist	
Lorazepam	UGT2B15	enzyme	substrate	
Troglitazone	UGT2B15	enzyme	substrate	
Morphine	UGT2B15	enzyme	substrate	
Valproic Acid	UGT2B15	enzyme	substrate	
Acetaminophen	UGT2B15	enzyme	substrate	
Oxazepam	UGT2B15	enzyme	substrate	
Ezetimibe	UGT2B15	enzyme	substrate	
Dabigatran etexilate	UGT2B15	enzyme	substrate	
Esmolol	ADRB1	target	antagonist	
Betaxolol	ADRB1	target	antagonist	
Isoetarine	ADRB1	target	agonist	
Cabergoline	ADRB1	target	binder	
Metoprolol	ADRB1	target	antagonist	
Atenolol	ADRB1	target	antagonist	
Norepinephrine	ADRB1	target	agonist	
Mirtazapine	ADRB1	target	binder	
Timolol	ADRB1	target	antagonist	
Phenylpropanolamine	ADRB1	target	agonist	
Loxapine	ADRB1	target	binder	
Sotalol	ADRB1	target	antagonist	
Carteolol	ADRB1	target	partial agonist	
Propranolol	ADRB1	target	antagonist	
Labetalol	ADRB1	target	antagonist	
Bisoprolol	ADRB1	target	antagonist	
Epinephrine	ADRB1	target	agonist	
Dobutamine	ADRB1	target	agonist	
Pseudoephedrine	ADRB1	target	agonist|partial agonist	
Alprenolol	ADRB1	target	antagonist	
Pindolol	ADRB1	target	partial agonist	
Salbutamol	ADRB1	target	agonist	
Isoprenaline	ADRB1	target	agonist	
Arbutamine	ADRB1	target	agonist	
Amiodarone	ADRB1	target	antagonist	
Carvedilol	ADRB1	target	antagonist	
Desipramine	ADRB1	target	other	
Acebutolol	ADRB1	target	partial agonist	
Nadolol	ADRB1	target	antagonist	
Levobunolol	ADRB1	target	antagonist	
Metipranolol	ADRB1	target	antagonist	
Fenoterol	ADRB1	target	agonist	
Pirbuterol	ADRB1	target	agonist	
Bevantolol	ADRB1	target	antagonist	
Practolol	ADRB1	target	antagonist	
Penbutolol	ADRB1	target	antagonist|partial agonist	
Ephedra	ADRB1	target	agonist	
Clenbuterol	ADRB1	target	agonist	
Oxprenolol	ADRB1	target	antagonist	
Celiprolol	ADRB1	target	antagonist	
Dronedarone	ADRB1	target		
Nebivolol	ADRB1	target	antagonist	
Asenapine	ADRB1	target	antagonist	
Droxidopa	ADRB1	target	agonist	
4-{[(2S)-3-(tert-butylamino)-2-hydroxypropyl]oxy}-3H-indole-2-carbonitrile	ADRB1	target		
2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	ADRB1	target		
Bopindolol	ADRB1	target	partial agonist	
Bupranolol	ADRB1	target	antagonist	
Vortioxetine	ADRB1	target	ligand	
Bortezomib	PSMB5	target	inhibitor	
(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	PSMB5	target		
Carfilzomib	PSMB5	target	inhibitor	
Bortezomib	PSMB1	target	inhibitor	
(3AR,6R,6AS)-6-((S)-((S)-CYCLOHEX-2-ENYL)(HYDROXY)METHYL)-6A-METHYL-4-OXO-HEXAHYDRO-2H-FURO[3,2-C]PYRROLE-6-CARBALDEHYDE	PSMB1	target		
Carfilzomib	PSMB1	target	inhibitor	
Indecainide	SCN5A	target	inhibitor	
Ranolazine	SCN5A	target	inhibitor	
Phenytoin	SCN5A	target	inhibitor	
Disopyramide	SCN5A	target	inhibitor	
Lidocaine	SCN5A	target	inhibitor	
Mexiletine	SCN5A	target	inhibitor	
Hexylcaine	SCN5A	target	inhibitor	
Cinchocaine	SCN5A	target	inhibitor	
Mephenytoin	SCN5A	target	inhibitor	
Carbamazepine	SCN5A	target	inhibitor	
Verapamil	SCN5A	target	other	
Moricizine	SCN5A	target	inhibitor	
Riluzole	SCN5A	target	inhibitor	
Prilocaine	SCN5A	target	inhibitor	
Ethotoin	SCN5A	target	inhibitor	
Oxcarbazepine	SCN5A	target	inhibitor	
Benzonatate	SCN5A	target	antagonist	
Cocaine	SCN5A	target	inhibitor	
Quinidine	SCN5A	target	inhibitor	
Zonisamide	SCN5A	target	inhibitor	
Procainamide	SCN5A	target	inhibitor	
Tocainide	SCN5A	target	inhibitor	
Propafenone	SCN5A	target	inhibitor	
Flecainide	SCN5A	target	inhibitor	
Encainide	SCN5A	target	inhibitor	
Fosphenytoin	SCN5A	target	inhibitor	
Quinidine barbiturate	SCN5A	target	inhibitor	
Ajmaline	SCN5A	target	inhibitor	
Aprindine	SCN5A	target	inhibitor	
Tramadol	OPRM1	target	agonist	
Morphine	OPRM1	target	agonist	
Codeine	OPRM1	target	partial agonist	
Amitriptyline	OPRM1	target	binder	
Hydromorphone	OPRM1	target	agonist	
Methadone	OPRM1	target	agonist	
Pethidine	OPRM1	target	agonist	
Oxycodone	OPRM1	target	agonist	
Levallorphan	OPRM1	target	partial agonist	
Dextromethorphan	OPRM1	target	agonist	
Butorphanol	OPRM1	target	partial antagonist	
Dextropropoxyphene	OPRM1	target	agonist	
Pentazocine	OPRM1	target	antagonist	
Naltrexone	OPRM1	target	antagonist	
Sufentanil	OPRM1	target	agonist	
Alfentanil	OPRM1	target	agonist	
Fentanyl	OPRM1	target	agonist	
Loperamide	OPRM1	target	agonist	
Nalbuphine	OPRM1	target	antagonist	
Levorphanol	OPRM1	target	agonist	
Remifentanil	OPRM1	target	agonist	
Ondansetron	OPRM1	target	other/unknown	
Anileridine	OPRM1	target	agonist	
Buprenorphine	OPRM1	target	partial agonist	
Hydrocodone	OPRM1	target	agonist	
Diphenoxylate	OPRM1	target	agonist	
Naloxone	OPRM1	target	antagonist	
Oxymorphone	OPRM1	target	agonist	
Dezocine	OPRM1	target	agonist	
Ketamine	OPRM1	target	binder	
Levomethadyl Acetate	OPRM1	target	agonist	
Methadyl Acetate	OPRM1	target	agonist	
3-Methylthiofentanyl	OPRM1	target	agonist	
Dimethylthiambutene	OPRM1	target	agonist	
Heroin	OPRM1	target	agonist	
Ethylmorphine	OPRM1	target	agonist	
Etorphine	OPRM1	target	agonist	
Carfentanil	OPRM1	target	agonist	
Diprenorphine	OPRM1	target	antagonist	
Dihydromorphine	OPRM1	target	agonist	
3-Methylfentanyl	OPRM1	target	agonist	
V1003	OPRM1	target		
Epicept NP-1	OPRM1	target		
LI-301	OPRM1	target		
Tapentadol	OPRM1	target	agonist	
Alvimopan	OPRM1	target	antagonist	
Ketobemidone	OPRM1	target	agonist	
Methylnaltrexone	OPRM1	target	antagonist	
Naloxegol	OPRM1	target	antagonist	
Eluxadoline	OPRM1	target	agonist	
Propoxyphene napsylate	OPRM1	target	agonist	
Tramadol	HTR2C	target	antagonist	
Ziprasidone	HTR2C	target	antagonist	
Methysergide	HTR2C	target	antagonist	
Cabergoline	HTR2C	target	agonist	
Ropinirole	HTR2C	target	agonist	
Amitriptyline	HTR2C	target	binder	
Olanzapine	HTR2C	target	antagonist	
Clozapine	HTR2C	target	antagonist	
Mirtazapine	HTR2C	target	antagonist	
Loxapine	HTR2C	target	antagonist	
Pramipexole	HTR2C	target	unknown	
Promazine	HTR2C	target	antagonist	
Cyproheptadine	HTR2C	target	antagonist	
Imipramine	HTR2C	target	antagonist|binder	
Chlorpromazine	HTR2C	target	binder	
Nortriptyline	HTR2C	target	antagonist	
Amoxapine	HTR2C	target	antagonist	
Fenfluramine	HTR2C	target	agonist	
Lisuride	HTR2C	target	agonist	
Trazodone	HTR2C	target	agonist	
Ergotamine	HTR2C	target	agonist	
Apomorphine	HTR2C	target	agonist	
Trimipramine	HTR2C	target	antagonist	
Risperidone	HTR2C	target	antagonist	
Propiomazine	HTR2C	target	antagonist	
Minaprine	HTR2C	target	antagonist	
Maprotiline	HTR2C	target	binder	
Tegaserod	HTR2C	target	antagonist	
Doxepin	HTR2C	target	antagonist	
Nefazodone	HTR2C	target	antagonist	
Desipramine	HTR2C	target	binder	
Pergolide	HTR2C	target	agonist	
Dexfenfluramine	HTR2C	target	agonist	
Bromocriptine	HTR2C	target	agonist	
Quetiapine	HTR2C	target	antagonist	
Aripiprazole	HTR2C	target	antagonist	
Chlorprothixene	HTR2C	target	antagonist	
Clomipramine	HTR2C	target	antagonist	
Paliperidone	HTR2C	target	antagonist	
Yohimbine	HTR2C	target	antagonist	
Methotrimeprazine	HTR2C	target	antagonist	
3,4-Methylenedioxymethamphetamine	HTR2C	target	agonist	
Lorcaserin	HTR2C	target		
Dapoxetine	HTR2C	target		
Epicept NP-1	HTR2C	target		
Sertindole	HTR2C	target	antagonist	
Mianserin	HTR2C	target	antagonist	
Asenapine	HTR2C	target	antagonist	
Deramciclane	HTR2C	target	inverse agonist	
Agomelatine	HTR2C	target	antagonist	
Captodiame	HTR2C	target	antagonist	
Tramadol	OPRK1	target	agonist	
Morphine	OPRK1	target	agonist	
Codeine	OPRK1	target	partial agonist	
Amitriptyline	OPRK1	target	agonist	
Hydromorphone	OPRK1	target	agonist	
Mirtazapine	OPRK1	target	agonist	
Progesterone	OPRK1	target	activator	
Pethidine	OPRK1	target		
Oxycodone	OPRK1	target	agonist	
Dextromethorphan	OPRK1	target	agonist	
Butorphanol	OPRK1	target	agonist	
Dextropropoxyphene	OPRK1	target	antagonist	
Pentazocine	OPRK1	target	agonist	
Naltrexone	OPRK1	target	antagonist	
Sufentanil	OPRK1	target	other	
Fentanyl	OPRK1	target	agonist	
Menthol	OPRK1	target	agonist	
Loperamide	OPRK1	target	agonist	
Nalbuphine	OPRK1	target	agonist	
Levorphanol	OPRK1	target	agonist	
Remifentanil	OPRK1	target	agonist	
Buprenorphine	OPRK1	target	antagonist	
Naloxone	OPRK1	target	antagonist	
Dezocine	OPRK1	target	antagonist	
Ketamine	OPRK1	target	agonist	
3-Methylthiofentanyl	OPRK1	target	agonist	
Heroin	OPRK1	target	agonist	
Etorphine	OPRK1	target	agonist	
Carfentanil	OPRK1	target	agonist	
Diprenorphine	OPRK1	target	antagonist	
Dihydromorphine	OPRK1	target	agonist	
3-Methylfentanyl	OPRK1	target	agonist	
V1003	OPRK1	target		
Asimadoline	OPRK1	target		
CR665	OPRK1	target		
ADL 10-0101	OPRK1	target		
Mianserin	OPRK1	target	agonist	
Tapentadol	OPRK1	target		
Alvimopan	OPRK1	target	antagonist	
Ketobemidone	OPRK1	target	agonist	
Methylnaltrexone	OPRK1	target	antagonist	
Eluxadoline	OPRK1	target	agonist	
Propoxyphene napsylate	OPRK1	target	agonist	
Tramadol	OPRD1	target	agonist	
Morphine	OPRD1	target	agonist	
Codeine	OPRD1	target	agonist	
Amitriptyline	OPRD1	target	agonist	
Hydromorphone	OPRD1	target	partial agonist	
Methadone	OPRD1	target	agonist	
Oxycodone	OPRD1	target	agonist	
Dextromethorphan	OPRD1	target	agonist	
Butorphanol	OPRD1	target	agonist	
Dextropropoxyphene	OPRD1	target	agonist	
Naltrexone	OPRD1	target	antagonist	
Sufentanil	OPRD1	target	agonist	
Fentanyl	OPRD1	target	agonist	
Loperamide	OPRD1	target	agonist	
Nalbuphine	OPRD1	target	antagonist	
Levorphanol	OPRD1	target	agonist	
Remifentanil	OPRD1	target	agonist	
Buprenorphine	OPRD1	target	antagonist	
Hydrocodone	OPRD1	target	agonist	
Diphenoxylate	OPRD1	target	agonist	
Naloxone	OPRD1	target	antagonist	
Oxymorphone	OPRD1	target	antagonist	
Ketamine	OPRD1	target	binder	
3-Methylthiofentanyl	OPRD1	target	agonist	
Dimethylthiambutene	OPRD1	target	agonist	
Heroin	OPRD1	target	agonist	
Etorphine	OPRD1	target	agonist	
Carfentanil	OPRD1	target	agonist	
Diprenorphine	OPRD1	target	antagonist	
Dihydromorphine	OPRD1	target	agonist	
3-Methylfentanyl	OPRD1	target	agonist	
ADL5859	OPRD1	target		
Tapentadol	OPRD1	target		
Alvimopan	OPRD1	target	antagonist	
Ketobemidone	OPRD1	target	agonist	
Eluxadoline	OPRD1	target	antagonist	
Propoxyphene napsylate	OPRD1	target	agonist	
Vidarabine	unknown_3783681	target	inhibitor	
Vidarabine	ADA	enzyme	substrate	
Theophylline	ADA	enzyme	inhibitor|inducer	
Pentostatin	ADA	target	inhibitor	
Adenosine	ADA	enzyme	substrate	
Edetic Acid	ADA	enzyme	inhibitor	
Dipyridamole	ADA	target	inhibitor	
Nelarabine	ADA	enzyme	substrate	
FR221647	ADA	target		
6-Hydroxy-7,8-Dihydro Purine Nucleoside	ADA	target		
FR117016	ADA	target		
FR236913	ADA	target		
6-Hydroxy-1,6-Dihydro Purine Nucleoside	ADA	target		
FR233623	ADA	target		
FR239087	ADA	target		
FR230513	ADA	target		
1-Deaza-Adenosine	ADA	target		
Purine Riboside	ADA	target		
Erdosteine	ADA	enzyme	inhibitor	
(2S,3R)-3-(6-amino-9H-purin-9-yl)nonan-2-ol	ADA	target		
1-((1R)-1-(HYDROXYMETHYL)-3-{6-[(3-PHENYLPROPANOYL)AMINO]-1H-INDOL-1-YL}PROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA	target		
1-{(1R,2S)-2-HYDROXY-1-[2-(2-NAPHTHYLOXY)ETHYL]PROPYL}-1H-IMIDAZONE-4-CARBOXAMIDE	ADA	target		
1-((1R,2S)-1-{2-[2-(4-CHLOROPHENYL)-1,3-BENZOXAZOL-7-YL]ETHYL}-2-HYDROXYPROPYL)-1H-IMIDAZOLE-4-CARBOXAMIDE	ADA	target		
Betaxolol	ADRB2	target	antagonist	
Isoetarine	ADRB2	target	agonist	
Cabergoline	ADRB2	target	binder	
Metoprolol	ADRB2	target	antagonist	
Atenolol	ADRB2	target		
Norepinephrine	ADRB2	target	agonist	
Mirtazapine	ADRB2	target	binder	
Timolol	ADRB2	target	antagonist	
Phenylpropanolamine	ADRB2	target	agonist	
Dipivefrin	ADRB2	target	agonist	
Sotalol	ADRB2	target	antagonist	
Carteolol	ADRB2	target	antagonist	
Propranolol	ADRB2	target	antagonist	
Labetalol	ADRB2	target	antagonist	
Bisoprolol	ADRB2	target	antagonist	
Epinephrine	ADRB2	target	agonist	
Orciprenaline	ADRB2	target	agonist	
Dobutamine	ADRB2	target	agonist	
Pseudoephedrine	ADRB2	target	partial agonist	
Alprenolol	ADRB2	target	antagonist	
Ritodrine	ADRB2	target	agonist	
Terbutaline	ADRB2	target	agonist	
Bitolterol	ADRB2	target		
Phenoxybenzamine	ADRB2	target		
Salmeterol	ADRB2	target	agonist	
Pindolol	ADRB2	target	partial agonist	
Formoterol	ADRB2	target	agonist	
Salbutamol	ADRB2	target	agonist	
Isoprenaline	ADRB2	target	agonist	
Arbutamine	ADRB2	target	agonist	
Carvedilol	ADRB2	target	antagonist	
Desipramine	ADRB2	target	antagonist	
Acebutolol	ADRB2	target	partial agonist	
Nadolol	ADRB2	target	antagonist	
Levobunolol	ADRB2	target	antagonist	
Metipranolol	ADRB2	target	antagonist	
Arformoterol	ADRB2	target	agonist	
Fenoterol	ADRB2	target	agonist	
Pirbuterol	ADRB2	target	agonist	
Bevantolol	ADRB2	target	antagonist	
Penbutolol	ADRB2	target	antagonist|partial agonist	
Ephedra	ADRB2	target	agonist	
Procaterol	ADRB2	target	agonist	
Clenbuterol	ADRB2	target	agonist	
Bambuterol	ADRB2	target	agonist	
Oxprenolol	ADRB2	target	antagonist	
Celiprolol	ADRB2	target	agonist	
Nebivolol	ADRB2	target	antagonist	
Indacaterol	ADRB2	target	agonist	
NCX 950	ADRB2	target		
Asenapine	ADRB2	target	antagonist	
Droxidopa	ADRB2	target	agonist	
(2S)-1-(9H-Carbazol-4-yloxy)-3-(isopropylamino)propan-2-ol	ADRB2	target		
Bopindolol	ADRB2	target	partial agonist	
Bupranolol	ADRB2	target	antagonist	
Olodaterol	ADRB2	target	agonist	
Vilanterol	ADRB2	target	agonist	
Levosalbutamol	ADRB2	target	agonist	
Fluconazole	unknown_3641571	target	inhibitor	
Oxiconazole	unknown_3641571	target	inhibitor	
Terconazole	unknown_3641571	target	antagonist	
Clotrimazole	unknown_3641571	target	antagonist|inhibitor	
Voriconazole	unknown_3641571	target	antagonist|inhibitor	
Tioconazole	unknown_3641571	target	antagonist	
Ketoconazole	unknown_3641571	target	inhibitor	
Miconazole	unknown_3641571	target	inhibitor	
Econazole	unknown_3641571	target	antagonist	
Sertaconazole	unknown_3641571	target	inhibitor	
Posaconazole	unknown_3641571	target	antagonist	
Bifonazole	unknown_3641571	target	inhibitor	
Luliconazole	unknown_3641571	target	inhibitor	
Fluconazole	CYP11B1	enzyme	inhibitor	
Phenytoin	CYP11B1	enzyme	inhibitor	
Clotrimazole	CYP11B1	enzyme	inhibitor	
Etomidate	CYP11B1	enzyme	inhibitor	
Spironolactone	CYP11B1	enzyme	inhibitor|inducer	
Cimetidine	CYP11B1	enzyme	inhibitor	
Mitotane	CYP11B1	target	inducer	
Hydrocortisone	CYP11B1	enzyme	substrate	
Metyrapone	CYP11B1	target	inhibitor	
Metyrapone	CYP11B1	enzyme	inhibitor	
Ketoconazole	CYP11B1	enzyme	inhibitor	
Miconazole	CYP11B1	enzyme	inhibitor	
Metoclopramide	CYP11B1	enzyme	inhibitor	
Mibefradil	CYP11B1	enzyme	inhibitor	
Aldosterone	CYP11B1	enzyme	substrate	
Troglitazone	SLC29A1	target	inhibitor	
Gemcitabine	SLC29A1	transporter	substrate	
Fluorouracil	SLC29A1	transporter	substrate	
Pemetrexed	SLC29A1	enzyme	inducer	
Ribavirin	SLC29A1	transporter	substrate	
Ethanol	SLC29A1	target		
Didanosine	SLC29A1	transporter		
Zalcitabine	SLC29A1	transporter		
Cytarabine	SLC29A1	transporter	substrate	
Mercaptopurine	SLC29A1	transporter	substrate	
Fludarabine	SLC29A1	transporter	substrate	
Uridine	SLC29A1	transporter		
Troglitazone	ESRRG	target	inverse agonist	
Diethylstilbestrol	ESRRG	target	agonist	
Cholic Acid	ESRRG	target		
Afimoxifene	ESRRG	target		
4-HYDROXY-N'-(4-ISOPROPYLBENZYL)BENZOHYDRAZIDE	ESRRG	target		
4-(1-methyl-1-phenylethyl)phenol	ESRRG	target		
4,4'-PROPANE-2,2-DIYLDIPHENOL	ESRRG	target		
4,4'-cyclohexane-1,1-diyldiphenol	ESRRG	target		
Troglitazone	ESRRA	target	inverse agonist	
1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	ESRRA	target		
Troglitazone	UGT1A3	enzyme	substrate	
Lovastatin	UGT1A3	enzyme	substrate	
Morphine	UGT1A3	enzyme	substrate	
Valproic Acid	UGT1A3	enzyme	substrate	
Cyproheptadine	UGT1A3	enzyme	substrate	
Lamotrigine	UGT1A3	enzyme	substrate	
Simvastatin	UGT1A3	enzyme	substrate	
Losartan	UGT1A3	enzyme	substrate	
Flurbiprofen	UGT1A3	enzyme	substrate	
Etodolac	UGT1A3	enzyme	substrate	
Candesartan	UGT1A3	enzyme	substrate	
Ezetimibe	UGT1A3	enzyme	substrate	
Irbesartan	UGT1A3	enzyme	substrate	
Ibuprofen	UGT1A3	enzyme	substrate	
Atorvastatin	UGT1A3	enzyme	substrate	
Fluvastatin	UGT1A3	enzyme	substrate	
Mitiglinide	UGT1A3	enzyme	substrate	
Flunitrazepam	UGT1A3	enzyme	inhibitor	
Licofelone	UGT1A3	enzyme	substrate	
Ezogabine	UGT1A3	enzyme	substrate	
Eltrombopag	UGT1A3	enzyme	substrate	
Ambrisentan	UGT1A3	enzyme	substrate	
Gavestinel	UGT1A3	enzyme	substrate	
Pitavastatin	UGT1A3	enzyme	substrate	
Troglitazone	UGT1A4	enzyme	substrate	
Valproic Acid	UGT1A4	enzyme	substrate	
Clozapine	UGT1A4	enzyme	substrate	
Lamotrigine	UGT1A4	enzyme	substrate	
Tamoxifen	UGT1A4	enzyme	substrate	
Midazolam	UGT1A4	enzyme	substrate	
Trifluoperazine	UGT1A4	enzyme	substrate	
Paricalcitol	UGT1A4	enzyme	substrate	
Ezogabine	UGT1A4	enzyme	substrate	
Asenapine	UGT1A4	enzyme	substrate	
Troglitazone	UGT1A6	enzyme	substrate|inhibitor	
Valproic Acid	UGT1A6	enzyme	substrate	
Acetaminophen	UGT1A6	enzyme	substrate	
Mycophenolate mofetil	UGT1A6	enzyme	substrate	
Propofol	UGT1A6	enzyme	substrate	
Mycophenolic acid	UGT1A6	enzyme	substrate	
Deferiprone	UGT1A6	enzyme	substrate	
Troglitazone	UGT1A7	enzyme	substrate	
Mycophenolate mofetil	UGT1A7	enzyme	substrate	
Mycophenolic acid	UGT1A7	enzyme	substrate	
Troglitazone	UGT1A8	enzyme	substrate	
Morphine	UGT1A8	enzyme	substrate	
Valproic Acid	UGT1A8	enzyme	substrate	
Mycophenolate mofetil	UGT1A8	enzyme	substrate	
Propofol	UGT1A8	enzyme	substrate	
Diflunisal	UGT1A8	enzyme	substrate	
Troglitazone	UGT1A10	enzyme	substrate	
Valproic Acid	UGT1A10	enzyme	substrate	
Acetaminophen	UGT1A10	enzyme	substrate	
Losartan	UGT1A10	enzyme	substrate	
Mycophenolate mofetil	UGT1A10	enzyme	substrate	
Etodolac	UGT1A10	enzyme	substrate	
Troglitazone	UGT2B7	enzyme	substrate	
Lovastatin	UGT2B7	enzyme	substrate	
Morphine	UGT2B7	enzyme	substrate	
Valproic Acid	UGT2B7	enzyme	substrate	
Codeine	UGT2B7	enzyme	substrate	
Indomethacin	UGT2B7	enzyme	substrate|inhibitor	
Epirubicin	UGT2B7	enzyme	substrate	
Zidovudine	UGT2B7	enzyme	substrate	
Carbamazepine	UGT2B7	enzyme	substrate	
Diclofenac	UGT2B7	enzyme	substrate	
Simvastatin	UGT2B7	enzyme	substrate	
Losartan	UGT2B7	enzyme	substrate	
Mycophenolate mofetil	UGT2B7	enzyme	substrate	
Flurbiprofen	UGT2B7	enzyme	substrate	
Etodolac	UGT2B7	enzyme	substrate	
Naproxen	UGT2B7	enzyme	substrate	
Oxazepam	UGT2B7	enzyme	substrate	
Suprofen	UGT2B7	enzyme	substrate	
Ezetimibe	UGT2B7	enzyme	substrate	
Mycophenolic acid	UGT2B7	enzyme	substrate	
Ibuprofen	UGT2B7	enzyme	substrate	
Atorvastatin	UGT2B7	enzyme	substrate	
Fluvastatin	UGT2B7	enzyme	substrate	
Mitiglinide	UGT2B7	enzyme	substrate	
Flunitrazepam	UGT2B7	enzyme	inhibitor	
Tapentadol	UGT2B7	enzyme	substrate	
Silodosin	UGT2B7	enzyme	substrate	
Dapagliflozin	UGT2B7	enzyme	substrate	
Ambrisentan	UGT2B7	enzyme	substrate	
Dabigatran etexilate	UGT2B7	enzyme		
Zaltoprofen	UGT2B7	enzyme	substrate	
Chenodeoxycholic acid	UGT2B7	enzyme	inhibitor	
Pitavastatin	UGT2B7	enzyme	substrate	
Oseltamivir	CES1	target	other	
Indomethacin	CES1	enzyme	substrate	
Trandolapril	CES1	enzyme	substrate	
L-Carnitine	CES1	target		
Tamoxifen	CES1	enzyme	inhibitor	
Mycophenolate mofetil	CES1	enzyme	substrate	
Clopidogrel	CES1	enzyme	substrate	
Irinotecan	CES1	enzyme	substrate	
Benzocaine	CES1	enzyme	inhibitor	
Capecitabine	CES1	enzyme	substrate	
Ciclesonide	CES1	enzyme	substrate	
Probucol	CES1	target		
Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester	CES1	target		
Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester	CES1	enzyme		
Cholic Acid	CES1	target		
4-Piperidino-Piperidine	CES1	target		
N-acetyl-alpha-neuraminic acid	CES1	target		
N-acetyl-alpha-neuraminic acid	CES1	enzyme		
N-Methylnaloxonium	CES1	target		
N-Methylnaloxonium	CES1	enzyme		
Thenoyltrifluoroacetone	CES1	target		
Cyclandelate	CES1	target		
Rufinamide	CES1	enzyme	substrate	
Mevastatin	CES1	enzyme	inhibitor	
Dabigatran etexilate	CES1	enzyme	substrate	
(1R)-1,2,2-TRIMETHYLPROPYL (R)-METHYLPHOSPHINATE	CES1	target		
(1S,7S,8S,8AR)-1,2,3,7,8,8A-HEXAHYDRO-7-METHYL-8-[2-[(2R,4R)-TETRAHYDRO-4-HY DROXY-6-OXO-2H-PYRAN-2-YL]ETHYL]-1-NAPHTHALENOL	CES1	target		
Phenylacetic acid	CES1	enzyme	substrate	
Selexipag	CES1	enzyme	substrate	
Oseltamivir	NEU1	target	inhibitor	
Oseltamivir	NEU2	target	inhibitor	
Zanamivir	NEU2	target	inhibitor	
2-Deoxy-2,3-Dehydro-N-Acetyl-Neuraminic Acid	NEU2	target		
5-ACETAMIDO-5,6-DIHYDRO-4-HYDROXY-6-ISOBUTOXY-4H-PYRAN-2-CARBOXYLIC ACID	NEU2	target		
Erythromycin	MLNR	target		
Erythromycin	KCNH2	target	inhibitor	
Dofetilide	KCNH2	target	inhibitor	
Amsacrine	KCNH2	target	inhibitor	
Ibutilide	KCNH2	target	inhibitor	
